行政區,年,月,年齡,男,女,合計
三重區,112,10,0歲,953,793,1746
三重區,112,10,1歲,1066,1044,2110
三重區,112,10,2歲,1216,1162,2378
三重區,112,10,3歲,1291,1195,2486
三重區,112,10,4歲,1346,1270,2616
三重區,112,10,5歲,1340,1334,2674
三重區,112,10,6歲,1576,1447,3023
三重區,112,10,7歲,1615,1537,3152
三重區,112,10,8歲,1639,1473,3112
三重區,112,10,9歲,1558,1543,3101
三重區,112,10,10歲,1524,1412,2936
三重區,112,10,11歲,1608,1571,3179
三重區,112,10,12歲,1364,1344,2708
三重區,112,10,13歲,1285,1208,2493
三重區,112,10,14歲,1449,1383,2832
三重區,112,10,15歲,1539,1372,2911
三重區,112,10,16歲,1551,1449,3000
三重區,112,10,17歲,1630,1443,3073
三重區,112,10,18歲,1622,1511,3133
三重區,112,10,19歲,1819,1565,3384
三重區,112,10,20歲,1780,1665,3445
三重區,112,10,21歲,1977,1744,3721
三重區,112,10,22歲,2172,1923,4095
三重區,112,10,23歲,2414,2215,4629
三重區,112,10,24歲,2295,2098,4393
三重區,112,10,25歲,2182,2072,4254
三重區,112,10,26歲,2565,2388,4953
三重區,112,10,27歲,2573,2362,4935
三重區,112,10,28歲,2631,2510,5141
三重區,112,10,29歲,2701,2381,5082
三重區,112,10,30歲,2749,2544,5293
三重區,112,10,31歲,2805,2510,5315
三重區,112,10,32歲,2754,2570,5324
三重區,112,10,33歲,2923,2739,5662
三重區,112,10,34歲,2805,2589,5394
三重區,112,10,35歲,3026,2811,5837
三重區,112,10,36歲,2722,2566,5288
三重區,112,10,37歲,2813,2666,5479
三重區,112,10,38歲,3027,2969,5996
三重區,112,10,39歲,3186,3133,6319
三重區,112,10,40歲,3346,3409,6755
三重區,112,10,41歲,3527,3429,6956
三重區,112,10,42歲,3548,3657,7205
三重區,112,10,43歲,3505,3428,6933
三重區,112,10,44歲,3540,3550,7090
三重區,112,10,45歲,3427,3551,6978
三重區,112,10,46歲,3335,3389,6724
三重區,112,10,47歲,3486,3408,6894
三重區,112,10,48歲,2998,3069,6067
三重區,112,10,49歲,2863,3010,5873
三重區,112,10,50歲,2816,3019,5835
三重區,112,10,51歲,2770,2929,5699
三重區,112,10,52歲,2818,3062,5880
三重區,112,10,53歲,2947,3047,5994
三重區,112,10,54歲,2754,2990,5744
三重區,112,10,55歲,2769,2959,5728
三重區,112,10,56歲,2662,2943,5605
三重區,112,10,57歲,2558,3056,5614
三重區,112,10,58歲,2684,3228,5912
三重區,112,10,59歲,2681,3235,5916
三重區,112,10,60歲,2836,3354,6190
三重區,112,10,61歲,2767,3187,5954
三重區,112,10,62歲,2698,3308,6006
三重區,112,10,63歲,2730,3240,5970
三重區,112,10,64歲,2711,3357,6068
三重區,112,10,65歲,2679,3040,5719
三重區,112,10,66歲,2474,2952,5426
三重區,112,10,67歲,2594,3037,5631
三重區,112,10,68歲,2588,2989,5577
三重區,112,10,69歲,2251,2803,5054
三重區,112,10,70歲,2234,2648,4882
三重區,112,10,71歲,2064,2556,4620
三重區,112,10,72歲,2028,2467,4495
三重區,112,10,73歲,1625,1910,3535
三重區,112,10,74歲,1495,1870,3365
三重區,112,10,75歲,1095,1499,2594
三重區,112,10,76歲,1072,1298,2370
三重區,112,10,77歲,774,987,1761
三重區,112,10,78歲,706,872,1578
三重區,112,10,79歲,821,1026,1847
三重區,112,10,80歲,774,909,1683
三重區,112,10,81歲,625,911,1536
三重區,112,10,82歲,623,823,1446
三重區,112,10,83歲,550,817,1367
三重區,112,10,84歲,460,747,1207
三重區,112,10,85歲,356,625,981
三重區,112,10,86歲,299,548,847
三重區,112,10,87歲,252,470,722
三重區,112,10,88歲,219,413,632
三重區,112,10,89歲,183,314,497
三重區,112,10,90歲,152,244,396
三重區,112,10,91歲,126,223,349
三重區,112,10,92歲,93,161,254
三重區,112,10,93歲,75,112,187
三重區,112,10,94歲,51,79,130
三重區,112,10,95歲,51,78,129
三重區,112,10,96歲,34,42,76
三重區,112,10,97歲,32,35,67
三重區,112,10,98歲,26,26,52
三重區,112,10,99歲,10,19,29
三重區,112,10,100歲以上,37,35,72
總計,,,,187395,195910,383305


              