紅色 式不要的										
address 前面相同的也不要										
										
										
										
										
										
										
可以代表所有人的 就用所有人代表，例如 某地址 有很多相同的										
										
							class			
							百貨公司			
							購物中心			
							商店			
							平價超級市場			
							批發店			
							大型超級市場			
							超級市場		藥房	
							五金用品店			
							家居用品店		小北	
										五金用品店
										
										
name	star	comment	class	address	latitude	longitude				
聖隆五金、水電材料行	4.5	85	五金用品店	台北市內湖區內湖路一段63號	25.0849309	121.5601862				
慶皇	4.2	20	五金用品店	台北市士林區士商路72號2樓	25.0909319	121.519746				
承鎰鏍絲企業有限公司	4.5	13	五金用品店	台北市大同區萬全街78號	25.0584043	121.5184812				
聯美五金百貨	4.3	332	五金用品店	台北市大安區復興南路二段151巷6-1號	25.0283006	121.5442535				
聯合百貨十元五金行	4	25	五金用品店	台北市文山區景美街32號	24.9911189	121.5417896				
龍鈦五金有限公司 角鋼	4.1	21	五金用品店	台北市松山區八德路四段435號	25.0498688	121.5702264				
嘉成五金有限公司	4.2	29	五金用品店	台北市松山區八德路四段429號	25.0496999	121.5699965				
和慶五金	3.1	9	五金用品店	台北市松山區八德路三段12巷51弄32號	25.0460485	121.5517778				
鴻霖螺絲五金有限公司	4.2	676	五金用品店	台北市南港區玉成街72號1樓	25.0465255	121.5823064				
好鄰居生活百貨-和平安居店	4.2	18	五金用品店	台北市大安區安居街4號	25.0213855	121.5551786				
小胖家族生活五金百貨	0	0	五金用品店	台北市文山區指南路一段30號	24.9875765	121.5695824				
小北百貨 台北康定店	4	1	五金用品店	台北市萬華區康定路338號	25.0354222	121.5011051				
億萬里特賣廣場	4.2	1	五金用品店	台北市萬華區廣州街146號	25.0365818	121.5007016				
三越五金有限公司	0	0	五金用品店	台北市萬華區環河南路一段110號	25.046936	121.5041757				
元大鑫五金有限公司	4.6	28	五金用品店	台北市萬華區西昌街93號	25.0411846	121.5009106				
名億五金有限公司	4.8	81	五金用品店	台北市萬華區環河南路一段246號	25.0460832	121.5030079				
北大生活五金百貨	4.4	139	五金用品店	新北市三峽區國際一街34號	24.9427343	121.3734666				
漢昇五金超市（三峽五金行-建築五金-家庭五金-板模五金-水電材料-土木五金-$	4.2	516	五金用品店	新北市三峽區中正路一段396-1號	24.9230735	121.3706401				
瑞誠五金行	4.4	92	五金用品店	新北市三峽區介壽路一段141號	24.9317024	121.3764586				
聖豐水電五金材料有限公司/三芝水電材料/三芝五金行/三芝衛浴設備	4.7	11	五金用品店	新北市三芝區忠孝街175號 1 樓	25.261561	121.505436				
金寶發號五金行	4.4	15	五金用品店	新北市三芝區中山路1段88巷3號	25.2566364	121.5025092				
SHOWBA小北百貨 新北三重店	4.1	2	五金用品店	新北市三重區重陽路四段27號	25.069385	121.4914993				
SHOWBA小北百貨 新北三重自強店	4.3	794	五金用品店	新北市三重區自強路一段73號	25.066971	121.49711				
大奇五金百貨	3.8	13	五金用品店	新北市三重區龍門路43號	25.0722286	121.4961268				
晉茂五金超商-三重店	3.6	86	五金用品店	新北市三重區光復路一段68巷6號	25.0490337	121.4716382				
元信(大人物)五金行	3.4	32	五金用品店	新北市三重區中正北路174號	25.066423	121.4837024				
晉茂五金超商-五股店	3.4	109	五金用品店	新北市五股區中興路一段32號	25.0726194	121.4686554				
振宇五金 五股店	4.5	281	五金用品店	新北市五股區芳洲八路178號	25.0890772	121.4464416				
港富五金 (五股店)	4.3	31	五金用品店	新北市五股區五工五路45號	25.0660079	121.4502254				
SHOWBA小北百貨-新北泰山仁愛店	4.5	372	五金用品店	新北市泰山區仁愛路155號157號	25.0563328	121.4345099				
鑫記五金行	4.6	35	五金用品店	新北市五股區工商路147號	25.086426	121.4350522				
鑫亞五金有限公司	4.2	17	五金用品店	新北市五股區中興路一段71號	25.0725877	121.4675369				
成州金成發商店	5	2	五金用品店	新北市五股區成泰路三段515號1樓	25.1006954	121.4513188				
舍樂力企業有限公司	4.2	44	五金用品店	新北市八里區觀海大道155號	25.1620773	121.42377				
SHOWBA小北百貨-新北土城中央店	4.5	354	五金用品店	新北市土城區中央路二段326號	24.972624	121.4402383				
小北百貨-新北新莊四維店	4.3	586	五金用品店	新北市新莊區四維路97巷7號	25.0237293	121.4238281				
SHOWBA小北百貨-新北新莊中港二店	4.5	267	五金用品店	新北市新莊區中港路195、197、199 號	25.0417153	121.4547623				
518生活百貨新莊裕民店	4.2	246	五金用品店	新北市新莊區裕民街85巷22號	25.0232381	121.4194882				
振宇五金 新莊店	4.3	777	五金用品店	新北市新莊區新樹路267號	25.0208836	121.4344198				
維良企業股份有限公司	4.2	88	五金用品店	新北市新莊區復興路三段56號	25.0444852	121.4630639				
SHOWBA小北百貨-新北民族店	4.1	1	五金用品店	新北市板橋區民族路192號	25.0075769	121.467983				
SHOWBA小北百貨-新北林口店	4.3	676	五金用品店	新北市林口區仁愛路二段239號	25.0763124	121.3748696				
SHOWBA小北百貨-新北林口中正店	4.1	342	五金用品店	新北市林口區中正路225號	25.0775034	121.3913736				
帝威五金	4.2	286	五金用品店	新北市林口區文化北路一段28號	25.0665308	121.3556946				
金興五金行	4.6	386	五金用品店	新北市林口區文化北路一段290號	25.0722956	121.360017				
璟順螺絲五金有限公司	4.7	106	五金用品店	新北市林口區三民路65-7號	25.066835	121.3583174				
川流家生活百貨樹林店	4.1	387	五金用品店	新北市樹林區中華路166號	24.9804053	121.4155076				
九九五金百貨	3.8	144	五金用品店	新北市樹林區太元街59號	24.978599	121.4189498				
好貨多五金百貨商行	4.1	156	五金用品店	新北市樹林區八德街188號	24.9744769	121.4193008				
中祺五金有限公司	4.6	5	五金用品店	新北市樹林區佳園路三段101巷120號	24.950177	121.396688				
建泰國際五金有限公司	4	70	五金用品店	新北市樹林區佳園路三段101巷120號	24.9502205	121.3966926				
福豊五金有限公司	5	6	五金用品店	新北市樹林區俊英街82-3號	25.0047016	121.4279497				
弘聖國際電料有限公司	4.3	32	五金用品店	新北市樹林區水源街11號	24.9835215	121.4251495				
俊琳五金有限公司	5	9	五金用品店	新北市樹林區三俊街91號	25.0155329	121.416528				
全家五金生活百貨	4.4	11	五金用品店	新北市板橋區溪北路98號	24.989271	121.428539				
SHOWBA小北百貨-新北福和店	4.2	1	五金用品店	新北市永和區福和路152號	25.0079339	121.5216244				
SHOWBA小北百貨-新北汐止店	4.3	592	五金用品店	新北市汐止區中興路168-9號	25.065599	121.6319695				
好鄰居生活百貨-汐止店	1	1	五金用品店	新北市汐止區忠孝東路218號	25.0664404	121.6622122				
捷誠五金行	4.3	33	五金用品店	新北市汐止區新台五路二段46號	25.0653073	121.6611428				
小北百貨 新北泰山店	4.2	1	五金用品店	新北市泰山區明志路三段128號	25.0402323	121.4248204				
SHOWBA小北百貨-新北泰林店	4.2	405	五金用品店	新北市泰山區泰林路二段200號	25.0613035	121.4334874				
泰山五金批發	4.5	49	五金用品店	新北市泰山區泰林路三段18號	25.0678585	121.4142144				
汶澄貿易有限公司(汶澄商行)	4.4	12	五金用品店	新北市泰山區大科一路271號	25.0555005	121.4069956				
全國五金百貨商品廣場	3.8	233	五金用品店	新北市淡水區中山北路一段120-1號	25.1772423	121.4434614				
立即購五金百貨生活館	3.9	237	五金用品店	新北市淡水區學府路66號	25.1703051	121.4488556				
億萬里五金百貨淡水店	4.2	212	五金用品店	新北市淡水區清水街18號	25.170462	121.4451692				
金豪麥五金百貨	4.7	75	五金用品店	新北市淡水區沙崙路256號	25.1850856	121.4262662				
東?五金有限公司 (沙崙店)	4.4	110	五金用品店	新北市淡水區沙崙路252號	25.1849692	121.4261109				
九海企業有限公司	4.3	8	五金用品店	新北市深坑區北深路三段93巷47號	25.0004261	121.6043496				
立即購五金生活館	4	354	五金用品店	新北市瑞芳區明燈路三段179號	25.1099757	121.801915				
SHOWBA小北百貨-新北長安店	4.1	886	五金用品店	新北市蘆洲區長安街137號	25.0814754	121.460742				
振宇五金 蘆洲店	4.4	451	五金用品店	新北市蘆洲區長榮路699號	25.0929145	121.4607493				
好師傅股份有限公司蘆洲店	4.2	244	五金用品店	新北市蘆洲區長榮路333號	25.0872036	121.459498				
SHOWBA小北百貨-新北景新店	4	1	五金用品店	新北市中和區中和路126號	24.9996056	121.5033417				
三岳五金百貨廣場	4	176	五金用品店	新北市中和區景新街410巷18弄1號	24.9892463	121.5119884				
SHOWBA小北百貨-新北新莊中港店	4.1	339	五金用品店	新北市新莊區中港路515號1~2樓２`地下一層	25.0507523	121.4519088				
超舜五金百貨大賣場 - 鶯歌店	4.1	550	五金用品店	新北市鶯歌區光明街26號	24.9559951	121.3488295				
鑫生活五金百貨	4.4	16	五金用品店	新北市鶯歌區鶯桃路598號	24.9683671	121.330298				
活動材料百貨五金	0	0	五金用品店	新北市鶯歌區中湖街305巷11號	24.9773404	121.3473078				
鍏廣有限公司	0	0	五金用品店	新北市鶯歌區建國路66號	24.9554151	121.35513				
創奕五金有限公司	3.5	56	五金用品店	新北市鶯歌區中正三路263號	24.9381514	121.3330474				
Vivo薇朵士林門市	3.9	15	化妝品店	台北市士林區文林路85號	25.0876657	121.5259067				
東華美容美髮百貨-資生堂碧麗妃專門店	4.5	20	化妝品店	台北市士林區延平北路五段193號1樓	25.0834419	121.509996				
新澤民百貨有限公司	4.6	5	化妝品店	台北市大同區民生西路324號	25.0568472	121.511443				
七彩美容百貨	4.1	77	化妝品店	台北市大同區重慶北路一段23號	25.0503835	121.5137533				
10/10 HOPE 台北微風南京店	2.7	23	化妝品店	台北市松山區南京東路三段337號微風南京1樓	25.0519819	121.548198				
寶雅 東湖康寧店	4.2	907	化妝品店	台北市內湖區康寧路三段72號	25.0697036	121.6115542				
寶雅 台北民生店	4.3	1	化妝品店	台北市松山區民生東路五段163-1號	25.0593151	121.5629083				
美雅國際企業股份有限公司	3.5	4	化妝品店	台灣松山區南京東路五段188號	25.051305	121.5638166				
寶雅 台北西門店	4.1	511	化妝品店	台北市萬華區昆明街98之4號1樓	25.0444017	121.5051413				
POYA寶雅 三重仁愛店	4.2	1	化妝品店	新北市三重區仁愛街506號	25.0819765	121.4880168				
MEKO風格美妝 MEKO BEAUTY MAKE-UP	5	323	化妝品店	新北市五股區五權七路61號5F	25.0699809	121.4519891				
寶雅 新莊建國店	4.2	467	化妝品店	新北市新莊區建國一路57號	25.0302633	121.4345965				
Lancome 遠東百貨板橋II 中本店專櫃	2.6	54	化妝品店	新北市板橋區新站路28號	25.0134305	121.4662988				
迪奧美妍專櫃 台北板橋大遠百店	4.2	130	化妝品店	"F, No. 28號新站路板橋區新北市22065"	25.0134663	121.466616				
CHANEL 香奈兒美妍 板橋大遠百店	4	73	化妝品店	新北市板橋區新站路28號	25.0139843	121.4666462				
MLD美樂蒂美容美髮香水百貨-新北林口門市	4.8	25	化妝品店	新北市林口區竹林路63號	25.0784998	121.3876535				
寶雅 秀泰樹林店	4.2	83	化妝品店	新北市樹林區樹新路40-6號號5樓	24.9954542	121.4283784				
寶雅 樹林中山店	4.2	956	化妝品店	新北市樹林區中山路一段111號	24.9906245	121.4230457				
POYA寶雅 汐止遠雄店	4.2	139	化妝品店	新北市汐止區新台五路一段99號2F	25.0619405	121.6489757				
寶雅 泰山仁愛店	4.3	620	化妝品店	新北市泰山區仁愛路157號	25.0563329	121.4346549				
美之最國際有限公司	3	2	化妝品店	新北市深坑區北深路三段153號6樓	25.0033334	121.6023346				
POYA寶雅 蘆洲集賢店	4.2	745	化妝品店	新北市蘆洲區集賢路399號	25.0818419	121.4803438				
POYA寶雅 鶯歌建國店	4.2	1	化妝品店	新北市鶯歌區建國路280號	24.9534533	121.3463547				
DAISO大創百貨 台北站前店	3.9	2	日本雜貨店	台北市中正區許昌街28號	25.0454481	121.5159608				
上易生活百貨-中坡店	4.4	29	日本雜貨店	台北市南港區中坡南路41號	25.043055	121.583581				
DAISO大創百貨 天母高島屋店	4.6	37	日本雜貨店	台北市士林區忠誠路二段55號12樓	25.1118713	121.5314445				
?雅日本生活百貨\永康街好逛的地方 \永康街名店 \永康街好逛的地方 \永康商圈名店 \永康商圈推薦店家 \永康商圈好玩的地方	4.8	322	日本雜貨店	台北市大安區永康街14巷6號	25.0312263	121.5292506				
DAISO大創百貨 MIKI PLAZA店(東區地下街店)	3.8	135	日本雜貨店	台北市大安區大安路一段77號11號地下街10	25.0419631	121.5463538				
DAISO大創百貨 台北明曜店	4.1	1	日本雜貨店	台北市大安區忠孝東路四段200號9樓	25.0412324	121.5520137				
DAISO大創百貨 景美瀚星店	4.5	30	日本雜貨店	台北市文山區景興路188號B1	24.9923	121.543815				
上易生活百貨-西園店	4.3	56	日本雜貨店	台北市萬華區西園路二段140巷79號	25.031597	121.4951058				
尚宏企業有限公司	4.4	8	日本雜貨店	台北市萬華區廣州街183號	25.0367127	121.5009239				
星享科技	0	0	日本雜貨店	新北市三重區光復路一段11號	25.0471932	121.4724615				
DAISO大創百貨 林口環球店A9店	3.8	32	日本雜貨店	新北市林口區文化三路一段2號1樓	25.0663381	121.361407				
DAISO大創百貨 樹林秀泰店	4.3	71	日本雜貨店	新北市樹林區樹新路40-6號4樓	24.9955128	121.4284257				
全聯福利中心 中正華山店	4.1	1	平價超級市場	台北市中正區忠孝東路一段86號	25.0441375	121.5244217				
全聯福利中心Pxmart 中正牯嶺	3.8	441	平價超級市場	台北市中正區和平西路一段54號	25.0263515	121.5195975				
七三七有限公司	4.1	42	平價超級市場	台北市內湖區內湖路一段737巷51弄3號	25.0802711	121.5793484				
全聯福利中心Pxmart 松山健康	3.9	441	平價超級市場	台北市松山區健康路243號B1	25.0543876	121.5633466				
大群生活百貨凌雲店	4.2	44	平價超級市場	新北市五股區凌雲路一段69號	25.101036	121.4510478				
田倉生鮮超市-宏匯廣場店	3.6	59	平價超級市場	新北市新莊區新北大道四段3號B2	25.0595541	121.4493386				
全聯福利中心Pxmart 新莊鴻金寶店	4.1	395	平價超級市場	新北市新莊區民安路188巷5號號之2	25.0230556	121.4247222				
PX MART Tamsui Tamkang U. Store	4.2	1	平價超級市場	新北市淡水區大忠街89號	25.1776989	121.446651				
全聯福利中心Pxmart 蘆洲重陽店	4.2	1	平價超級市場	新北市蘆洲區重陽街46號	25.0830787	121.4814157				
Norns新光三越A11專櫃門市	5	264	百貨公司	"B1, No. 11號松壽路信義區台北市110"	25.0368522	121.5672633				
A'ROMA P 新光三越信義新天地 A8 B1	5	1	百貨公司	"B1, No. 12號松高路信義區台北市110"	25.0387489	121.5666702				
欣欣大眾百貨	3.9	3	百貨公司	台北市中山區林森北路247號	25.0541812	121.5256281				
Alto 新光三越A8店	4.9	102	百貨公司	"B1, No. 12號松高路信義區台北市110"	25.0382241	121.5667909				
Porter International 站前新光三越	4.9	58	百貨公司	"F, No. 66號忠孝西路一段中正區台北市10018"	25.0461278	121.515325				
MATCHWOOD 新光三越百貨信義新天地A113FA11	0	0	百貨公司	matchwood.com.tw	23.4857501	119.49965				
Bella Couture Jewelry 新光三越天母創始店/台北鑽石商/全球首創GIA粉鑽百貨品牌/最多愛心粉鑽/GIA彩鑽/GIA鑽石/珠寶維修/珠寶首席設計師-音樂珠寶家Bella陳姿吟	5	2	百貨公司	台北市士林區天母東路68號	25.1179204	121.5339295				
va vendome aoyama+南西誠品店1F	4.8	66	百貨公司	台北市中山區南京西路14號	25.052187	121.5206641				
品木宣言 南西一館	0	0	百貨公司	台北市中山區南京西路12號1F	25.05196	121.5211207				
省多多生活百貨	4.4	50	百貨公司	台北市中山區興安街97號	25.0561914	121.5434255				
Golden Goose Deluxe Brand 晶華酒店	3.7	3	百貨公司	"B1, No. 3號中山北路二段39巷中山區台北市104"	25.0541778	121.524244				
新光三越 台北天母店一館	4	5	百貨公司	台北市士林區天母東路68號A棟	25.1178973	121.5339077				
美安SHOP.COM經銷商 民權西路	0	0	百貨公司	台北市中山區民權西路60號3樓	25.0625922	121.5202115				
永隆生活百貨	4.5	2	百貨公司	台北市大同區南京西路141號	25.054138	121.513817				
AISLE by abcense南西店	5	1	百貨公司	台北市中山區南京西路14號	25.052036	121.5206887				
莉絲百貨行	0	0	百貨公司	台北市中山區龍江路276號1樓	25.0607899	121.5406354				
鈺洋精品	0	0	百貨公司	台北市中山區復興北路46號	25.0495085	121.5437369				
Episode & Jessica	0	0	百貨公司	台北市中山區南京西路12號4樓	25.0523038	121.5211048				
誠品生活南西	4.4	7	百貨公司	台北市中山區南京西路14號	25.0521315	121.520677				
Wenzday NOKE忠泰樂生活	4	7	百貨公司	台北市中山區樂群三路200號1樓	25.0822446	121.5570625				
雞二哥(新光三越天母店)熟雞肉專賣	5	7	百貨公司	台北市士林區天母東路68號A棟(一館B1超市	25.1178315	121.5338781				
新光三越 台北天母店二館	4.1	1	百貨公司	台北市士林區忠誠路二段200號	25.117305	121.533775				
CALVIN KLEIN UNDERWEAR 新光三越台北天母店	5	2	百貨公司	台北市士林區誠路二段200號號 2 樓	25.1173977	121.5339334				
盧富美	0	0	百貨公司	台北市中山區雙城街10巷37號2樓	25.0642362	121.5232116				
Porter International 美麗華百樂園	4.4	33	百貨公司	台北市中山區敬業三路20號1F(漾館	25.0830577	121.5568015				
JUST BLOOM 南西誠品店	4.9	184	百貨公司	台北市中山區南京西路14號1 樓	25.0521315	121.520677				
新光三越 Diamond Towers	3.3	306	百貨公司	台北市大安區忠孝東路三段268號	25.0414181	121.5420318				
邵氏百貨商社。竣茂菖百貨號°	3	2	百貨公司	"台北市中正區台北市民大道ㄧ段100號°B1台北地下街服飾二區140號°（y8,y10）中間店家°"	25.0486675	121.516062				
桑原精品百貨	5	1	百貨公司	台北市中正區寧波西街15號	25.0313642	121.5184808				
新光三越 台北南西店一館	4.1	19	百貨公司	台北市中山區南京西路12號	25.0523201	121.5210989				
鼎隆百貨	4.2	99	百貨公司	台北市中正區武昌街一段42號	25.0439671	121.5117525				
Jstar璽星珠寶 新光三越南西店4F	4.2	5	百貨公司	台北市中山區南京西路12號	25.0520855	121.5211034				
The Young Plaza	0	0	百貨公司	台北市中正區忠孝西路一段50號	25.0462219	121.51583				
錦秀精品百貨	0	0	百貨公司	台北市中正區連雲街85號	25.034135	121.530169				
司席世紀有限公司	0	0	百貨公司	台北市中正區忠孝西路一段33號7樓	25.046124	121.5187582				
EVEREST LOTUS TRADING CO LTD	0	0	百貨公司	台北市中正區和平西路二段13號	25.0282457	121.5140054				
香港商席伊麗亞洲有限公司臺灣分公司	0	0	百貨公司	台北市中正區仁愛路一段45號1樓	25.0387817	121.5240645				
良華行百貨(日本生活用品進口百貨)	3.7	22	百貨公司	台北市中正區重慶南路一段88號1樓	25.043012	121.5130316				
城中地下商場	0	0	百貨公司	台北市中正區漢口街一段80巷6弄1號B1	25.0447435	121.5121602				
ISPO+ outdoor－新光三越南西店一館8樓	4.4	8	百貨公司	台北市中山區南京西路12號	25.05196	121.5211207				
Mondaine 瑞士國鐵 (新光三越南西本館)	0	0	百貨公司	台北市中山區南京西路12號5 樓	25.0523038	121.5211048				
台北車站K區地下街	4.2	1	百貨公司	台北市中正區忠孝西路一段47號B1	25.0476024	121.5162965				
BODYGREEN 三創生活園區門市	5	159	百貨公司	台北市中正區市民大道三段2號4F	25.0454246	121.5313973				
三商行股份有限公司	0	0	百貨公司	台北市 萬華區峨嵋街49號2樓	25.0436518	121.5067994				
Luminox 雷明時 (新光三越南西本館)	0	0	百貨公司	台北市中山區南京西路12號5 樓	25.0523038	121.5211048				
遠東百貨 台北寶慶店	3.9	4	百貨公司	台北市中正區寶慶路32號	25.0415609	121.5091182				
HABU童鞋 新光三越台北南西店6F	0	0	百貨公司	台北市中山區南京西路12號6樓	25.0523174	121.5213066				
阿原YUAN-台北微風車站	4.7	23	百貨公司	台北市北平西路3號一門1樓(東	25.047702	121.5173735				
嘉績百貨企業股份有限公司	0	0	百貨公司	台灣台北市 大安區忠孝東路四段45號7樓	25.04194	121.5449137				
三花SUN FLOWER 微風北車 襪 襪子 四角褲 男內衣	4.6	20	百貨公司	台北市中正區北平西路3號西一門2F(近	25.046849	121.5176077				
Kipling	5	1	百貨公司	台北市中正區忠孝西路一段66號3樓	25.0461278	121.515325				
bgreen就是綠 運動家具 新光三越台北南西一館門市	5	108	百貨公司	台北市中山區南京西路12號7F	25.05196	121.5211207				
蜂王世家古亭總店-素食保健食品推薦｜伴手禮專賣｜頂級純蜂蜜/蜂王乳/芝麻素/花粉/蜂蜜醋/枇杷喉糖/蜂膠牙膏	4.8	125	百貨公司	台北市中正區同安街25號	25.0259525	121.522643				
Nespresso 新光三越 台北南西店 專櫃	2.2	26	百貨公司	台北市中山區南京西路12號7樓	25.05224	121.520986				
晶巧水晶硨磲專櫃	5	9	百貨公司	台北市中正區忠孝西路一段66號5樓	25.0459824	121.5154463				
Marc Jacobs新光三越南西本館	5	29	百貨公司	台北市中山區南京西路12號號2樓	25.0523039	121.5211048				
誠品生活西門	4.2	15	百貨公司	台北市萬華區峨眉街52號	25.043599	121.5053553				
遠東百貨寶慶店-皇家竹炭	4.3	3	百貨公司	"樓, No. 32號寶慶路中正區台北市100"	25.0415964	121.5090779				
微風廣場實業股份有限公司	4.4	76	百貨公司	台北市松山區復興南路一段39號	25.0460629	121.5441717				
新光三越 台北南西店三館	4.1	3	百貨公司	台北市中山區南京西路15號	25.0527564	121.5206878				
獅子林商業大樓	3.6	3	百貨公司	台北市萬華區西寧南路36號	25.045141	121.5064465				
Porter International 新光三越台北南西店_三館	4.6	58	百貨公司	台北市中山區南京西路15號2F	25.0527485	121.5206836				
統領百貨股份有限公司	3.9	100	百貨公司	台北市大安區忠孝東路四段201號	25.0418701	121.5515823				
Au.Dot	4.5	2	百貨公司	台北市中正區重慶南路二段51號	25.031284	121.5148909				
SWG京站門市	2.6	5	百貨公司	台北市大同區承德路一段1號3樓	25.049308	121.5171935				
瀚星百貨 edoraPARK	4	3	百貨公司	台北市文山區景興路188號	24.9923	121.543815				
Phiten銀谷專櫃 南西新光三越一館	3.7	3	百貨公司	台北市中山區南京西路一段12號8樓	25.0520849	121.5211282				
統一時代百貨 台北店	4.3	5	百貨公司	台北市信義區忠孝東路五段8號	25.0408461	121.5653962				
喬大百貨	4.3	78	百貨公司	台北市大同區重慶北路一段19號	25.050339	121.513673				
新光三越 台北站前店	4	17	百貨公司	台北市中正區忠孝西路一段66號	25.0459441	121.5153112				
YSL 新光三越站前店	3.8	11	百貨公司	台北市中正區忠孝西路一段66號	25.045919	121.5152641				
名人品味國際有限公司	0	0	百貨公司	台灣台北市 大同區涼州街41號1樓	25.0606886	121.5097677				
微風A1機場捷運站	5	1	百貨公司	台北市中正區鄭州路8號	25.0486743	121.5142391				
City Diamond 引雅珠寶 (台北寶慶遠東百貨)	5	1	百貨公司	台北市中正區寶慶路32號4F	25.0414776	121.5089709				
皇家竹炭-新光三越台北站前店9F	4.5	2	百貨公司	台北市中正區忠孝西路一段66號	25.0459441	121.5153112				
寶麗廣場	4.3	8	百貨公司	台北市信義區松仁路28號	25.0397075	121.5678251				
遠東百貨 信義A13	4.2	10	百貨公司	台北市信義區松仁路58號	25.0367511	121.5679552				
JUST BLOOM 新光三越站前店	5	109	百貨公司	台北市中正區忠孝西路一段66號2樓	25.0460968	121.5153037				
City Diamond 引雅珠寶 (台北站前新光三越百貨)	4.7	16	百貨公司	台北市中正區忠孝西路一段66號4F	25.0459441	121.5153112				
